,index_0_node_Paper_col_0,index_1_node_Author_col_0,Paper___linked_with___Author_feat_col,graph_year
33,53e9ade8b7602d97037f052c,53f44b36dabfaefedbb26f9b,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
34,57d063b4ac4436735428dc01,53f4322edabfaee1c0a71df5,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
35,53e9afeeb7602d9703a44746,53f5654bdabfae614bf8045b,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
36,57d063d3ac44367354292202,5406e1a6dabfae44f0866631,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
37,5a73cb9817c44a0b3035c84d,562db13745cedb3398ebbdba,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
38,53e9b2f4b7602d9703db08a5,53f43e5adabfaee43ec68ed6,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
39,558c5cfee4b02b9f07a6ac5d,56316fd945cedb3399df7aff,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
40,53e99931b7602d970216f6ea,53f475b1dabfaedd74ea643a,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
41,5550489745ce0a409eb6fc03,53f44eb6dabfaee4dc7f2a54,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
42,53e99a4eb7602d97022ae9f9,53f43004dabfaeb2ac00b01f,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
43,5b3d988917c44a510f7fce4e,563147ba45cedb3399d562ab,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
44,56d8e568dabfae2eee2e0a47,53f43920dabfaeecd6979236,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
45,53e9a931b7602d97032831ba,54340a15dabfaeb4c6adb7aa,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
46,58437771ac44360f1083f7d4,53f44890dabfaeb22f4c8da8,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
47,557c65a7f66765fbb46b1fe6,53f436f3dabfaee43ec35031,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
48,5550422d45ce0a409eb404fa,562c931e45cedb3398c6712e,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
49,558af27be4b037c0875a1e68,562f9b9445cedb339972f754,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
50,573695b36e3b12023e4d0827,53f43629dabfaeb1a7bf217e,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
51,53e9b740b7602d97042d93f5,53f43b6bdabfaedd74dd19fd,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
52,53e99959b7602d970219bb01,53f4733edabfaeee22a83508,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
53,57e33c410cf24692565dbab7,53f43358dabfaeee2298b61c,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
54,53e99fd0b7602d97028aa07b,53f43c3fdabfaee2a1d1acb0,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
55,53e9bcbab7602d970493c43b,53f48d49dabfaea7cd1d1eb8,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
56,5d9edbf647c8f7664602d913,53f45e73dabfaee43ecd8dee,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
57,558c6c64e4b02b9f07a703bf,5631905845cedb3399e6d46b,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
58,558bee9a84ae6766fdf014bc,53f4503edabfaee0d9bdb367,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
59,53e9be64b7602d9704b24a8e,53f439c9dabfaeb22f490846,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
60,55503f4a45ce0a409eb2d4d7,53f431dadabfaeb1a7bc4206,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
61,53e9a6adb7602d9702fdf57d,54058a17dabfae8faa5df877,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
62,558be03ce4b02b9f07a3c45e,63817fb418c6797fc6904746,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
63,53e99b5db7602d9702400bd7,53f453fadabfaeecd69e2242,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
64,53e9b2ccb7602d9703d778b3,548cf5a1dabfae8a11fb4d9d,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
65,5c756b61f56def97983d65e7,53f454a7dabfaee0d9bed2b6,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
66,573696076e3b12023e51acf6,562c7d3745cedb3398c39fa7,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
67,53e99e8cb7602d9702753099,53f4c051dabfaedce5659134,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
68,53e9b593b7602d97040d94d6,53f4371adabfaeb2ac05920b,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
69,53e9a494b7602d9702db15d2,53f42724dabfaeb22f3c959a,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
70,53e9b4bab7602d9703fd2946,54867a24dabfae9b40133e2b,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
71,53e9a5dbb7602d9702f06d6e,53f430afdabfaee43ebefbdb,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
72,53e9ac4eb7602d970361e87b,53f483a3dabfaec09f2a5697,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
73,5a73cb6a17c44a0b30358e31,561053ba45ce1e5962173292,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
74,58437707ac44360f1082b5c0,542a3395dabfae864af922e3,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
75,53e9a9c4b7602d9703325c2a,53f43179dabfaee02ac94a0e,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
76,53e9a957b7602d97032ac194,560187e545cedb3395e6b4db,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
77,53e99cedb7602d970259f9f6,53f452aadabfaec09f1f8914,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
78,53e9a57cb7602d9702ea549b,53f426b0dabfaeb22f3c6f14,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
79,53e9b463b7602d9703f5fa03,53f45f29dabfaee4dc831f25,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
80,58d82fced649053542fd70e3,542a47c5dabfae61d4963300,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
81,53e9baf2b7602d97047234ad,53f451efdabfaee02ad47cb6,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
82,53e9af07b7602d970393fb84,53f39997dabfae4b34a89d6c,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
83,573697906e3b12023e676722,56cb18bbc35f4f3c6565ece3,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
84,5a260c7d17c44a4ba8a304db,562b8fb845cedb3398ab0482,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
85,53e9bdd4b7602d9704a83fa3,53f43146dabfaee0d9b2e646,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
86,555041b645ce0a409eb3d4a6,53f453dbdabfaedd74e2400b,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
87,573696a26e3b12023e5aa683,53f47183dabfaee4dc87a24f,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
88,53e9ad5db7602d9703744212,53f42e42dabfaedd74d42497,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
89,5a260c5217c44a4ba8a287d4,562d609945cedb3398ddfeb1,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
90,5550457945ce0a409eb56973,562ceb2a45cedb3398d0085e,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
91,53e9a77cb7602d97030b88ff,53f477f2dabfaedf4368a6d8,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
92,599c7e16601a182cd2876654,637393cd9bb5705eda8b8169,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
93,53e9a6c3b7602d9702ff6f44,54083792dabfae450f4003ba,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
94,53e99e13b7602d97026d9ae1,53f4706cdabfaee02adbc06b,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
95,557c5b9908b02739a5ca5274,562d920f45cedb3398e63c5a,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
96,53e9ab5fb7602d97034fa80c,53f45cbbdabfaee2a1d8b321,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
97,5550406e45ce0a409eb3437f,562c874745cedb3398c516a5,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
98,6363766390e50fcafd247477,53f42d86dabfaec09f116b27,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
99,53e9b310b7602d9703dd4895,560706e945cedb33969d5af9,"{'type': 1, 'size': None, 'indices': None, 'values': array([1.])}",2017
